name,code,lat,lon,arr,dep,day,distance
MUMBAI CENTRAL,MMCT,18.971,72.8194,,,,
BORIVALI,BVI,,,,,,
SURAT,ST,,,,,,
VADODARA JN,BRC,,,,,,
RATLAM JN,RTM,22.7216,75.8682,,,,
NAGDA JN,NAD,,,,,,
KOTA JN,KOTA,25.2138,75.8648,,,,
NEW DELHI,NDLS,28.6139,77.209,,,,
